Airline,Origin,Dest,typical_distance
MQ,GPT,DFW,500.0
MQ,GRB,ORD,173.0
MQ,GRK,DFW,134.0
MQ,GRR,DCA,524.0
MQ,GRR,DFW,931.0
MQ,GRR,MIA,1214.0
MQ,GRR,ORD,137.0
MQ,GSO,CLT,83.0
MQ,GSO,DCA,248.0
MQ,GSO,DFW,999.0
MQ,GSO,MIA,710.0
MQ,GSO,ORD,589.0
MQ,GSP,CLT,75.0
MQ,GSP,DFW,862.0
MQ,GSP,MIA,637.0
MQ,GSP,ORD,577.0
MQ,HDN,ORD,1009.0
MQ,HHH,BOS,878.0
MQ,HHH,CLT,207.0
MQ,HHH,DCA,501.0
MQ,HHH,ORD,781.0
MQ,HOU,DFW,247.0
MQ,HPN,MIA,1118.0
MQ,HPN,ORD,738.0
MQ,HRL,DFW,461.0
MQ,HRL,ORD,1219.0
MQ,HSV,CLT,333.0
MQ,HSV,DCA,613.0
MQ,HSV,DFW,603.0
MQ,HSV,MIA,722.0
MQ,HSV,ORD,510.0
MQ,IAD,AUS,1297.0
MQ,IAH,DFW,224.0
MQ,IAH,MIA,964.0
MQ,IAH,ORD,925.0
MQ,IAH,PHX,1009.0
MQ,IAH,SDF,788.0
MQ,ICT,DCA,1110.0
MQ,ICT,DFW,328.0
MQ,ICT,MIA,1295.0
MQ,ICT,ORD,588.0
MQ,ILM,BOS,672.0
MQ,ILM,CLT,185.0
MQ,ILM,DCA,319.0
MQ,ILM,DFW,1106.0
MQ,ILM,MIA,601.0
MQ,ILM,ORD,760.0
MQ,IND,AUS,919.0
MQ,IND,BOS,818.0
MQ,IND,DCA,500.0
MQ,IND,DFW,761.0
MQ,IND,MIA,1020.0
MQ,IND,ORD,177.0
MQ,JAN,CLT,562.0
MQ,JAN,DFW,408.0
MQ,JAX,AUS,954.0
MQ,JAX,DCA,634.0
MQ,JAX,MIA,335.0
MQ,JAX,ORD,864.0
MQ,LAS,AUS,1090.0
MQ,LAW,DFW,140.0
MQ,LAX,PHX,370.0
MQ,LBB,DFW,282.0
MQ,LCH,DFW,295.0
MQ,LEX,AUS,922.0
MQ,LEX,CLT,281.0
MQ,LEX,DFW,785.0
MQ,LEX,MIA,880.0
MQ,LEX,ORD,323.0
MQ,LFT,DFW,351.0
MQ,LIT,CLT,640.0
MQ,LIT,DCA,888.0
MQ,LIT,DFW,304.0
MQ,LIT,ORD,552.0
MQ,LIT,PHX,1136.0
MQ,LRD,DFW,396.0
MQ,LSE,ORD,215.0
MQ,MAF,DFW,309.0
MQ,MCI,CVG,539.0
MQ,MCI,DCA,949.0
MQ,MCI,DFW,460.0
MQ,MCI,MIA,1251.0
MQ,MCI,ORD,403.0
MQ,MCI,PHX,1044.0
MQ,MEM,AUS,559.0
MQ,MEM,DCA,762.0
MQ,MEM,DFW,431.0
MQ,MEM,MIA,859.0
MQ,MEM,ORD,491.0
MQ,MEM,PHX,1264.0
MQ,MFE,DFW,469.0
MQ,MGM,DFW,622.0
MQ,MHK,DFW,431.0
MQ,MHK,ORD,501.0
MQ,MHT,DCA,406.0
MQ,MHT,ORD,843.0
MQ,MIA,AGS,531.0
MQ,MIA,ATL,594.0
MQ,MIA,AUS,1103.0
MQ,MIA,AVL,677.0
MQ,MIA,BHM,661.0
MQ,MIA,BNA,806.0
MQ,MIA,BOS,1258.0
MQ,MIA,BWI,946.0
MQ,MIA,CAE,563.0
MQ,MIA,CHA,701.0
MQ,MIA,CHS,489.0
MQ,MIA,CID,1286.0
MQ,MIA,CLE,1080.0
MQ,MIA,CMH,990.0
MQ,MIA,CVG,948.0
MQ,MIA,DCA,919.0
MQ,MIA,DSM,1327.0
MQ,MIA,DTW,1145.0
MQ,MIA,EWR,1085.0
MQ,MIA,EYW,126.0
MQ,MIA,GNV,294.0
MQ,MIA,GRR,1214.0
MQ,MIA,GSO,710.0
MQ,MIA,GSP,637.0
MQ,MIA,HPN,1118.0
MQ,MIA,HSV,722.0
MQ,MIA,IAH,964.0
MQ,MIA,ICT,1295.0
MQ,MIA,ILM,601.0
MQ,MIA,IND,1020.0
MQ,MIA,JAX,335.0
MQ,MIA,LEX,880.0
MQ,MIA,MCI,1251.0
MQ,MIA,MEM,859.0
MQ,MIA,MKE,1258.0
MQ,MIA,MSN,1300.0
MQ,MIA,MSY,675.0
MQ,MIA,OKC,1222.0
MQ,MIA,OMA,1393.0
MQ,MIA,ORF,802.0
MQ,MIA,PIT,1013.0
MQ,MIA,PNS,530.0
MQ,MIA,RDU,700.0
MQ,MIA,RIC,825.0
MQ,MIA,ROC,1203.0
MQ,MIA,SAT,1143.0
MQ,MIA,SAV,440.0
MQ,MIA,SDF,910.0
MQ,MIA,SJU,1045.0
MQ,MIA,STL,1068.0
MQ,MIA,SYR,1217.0
MQ,MIA,TLH,402.0
MQ,MIA,TPA,204.0
MQ,MIA,TUL,1168.0
MQ,MIA,TYS,724.0
MQ,MIA,XNA,1099.0
MQ,MKE,CLT,651.0
MQ,MKE,DFW,853.0
MQ,MKE,MIA,1258.0
MQ,MKE,ORD,67.0
MQ,MLI,DFW,691.0
MQ,MLI,ORD,139.0
MQ,MLU,DFW,293.0
MQ,MOB,DFW,539.0
MQ,MQT,ORD,303.0
MQ,MRY,PHX,598.0
MQ,MSN,AUS,1004.0
MQ,MSN,BOS,932.0
MQ,MSN,DCA,707.0
MQ,MSN,DFW,821.0
MQ,MSN,MIA,1300.0
MQ,MSN,ORD,108.0
MQ,MSO,DFW,1320.0
MQ,MSO,ORD,1332.0
MQ,MSP,DCA,931.0
MQ,MSP,DFW,852.0
MQ,MSP,ORD,334.0
MQ,MSY,AUS,444.0
MQ,MSY,DCA,969.0
MQ,MSY,DFW,447.0
MQ,MSY,MIA,675.0
MQ,MSY,ORD,837.0
MQ,MTJ,DFW,722.0
MQ,MYR,BOS,738.0
MQ,MYR,CLT,157.0
MQ,MYR,DCA,372.0
MQ,MYR,DFW,1048.0
MQ,OKC,BTR,502.0
MQ,OKC,CLT,940.0
MQ,OKC,DCA,1158.0
MQ,OKC,DFW,175.0
MQ,OKC,MIA,1222.0
MQ,OKC,ORD,693.0
MQ,OKC,PHX,833.0
MQ,OMA,DFW,583.0
MQ,OMA,MIA,1393.0
MQ,OMA,ORD,416.0
MQ,OMA,PHX,1037.0
MQ,ONT,PHX,325.0
MQ,ORD,ABQ,1118.0
MQ,ORD,ACK,924.0
MQ,ORD,AGS,677.0
MQ,ORD,ALB,723.0
MQ,ORD,ATL,606.0
MQ,ORD,ATW,160.0
MQ,ORD,AUS,977.0
MQ,ORD,AVL,536.0
MQ,ORD,AVP,632.0
MQ,ORD,BDL,783.0
MQ,ORD,BGR,978.0
MQ,ORD,BHM,584.0
MQ,ORD,BIL,1060.0
MQ,ORD,BNA,409.0
MQ,ORD,BOS,867.0
MQ,ORD,BTV,763.0
MQ,ORD,BUF,474.0
MQ,ORD,BWI,622.0
MQ,ORD,BZN,1185.0
MQ,ORD,CHS,760.0
MQ,ORD,CID,196.0
MQ,ORD,CLE,316.0
MQ,ORD,CLL,915.0
MQ,ORD,CMH,296.0
MQ,ORD,CMI,135.0
MQ,ORD,COU,315.0
MQ,ORD,CVG,264.0
MQ,ORD,DEN,888.0
MQ,ORD,DFW,802.0
MQ,ORD,DSM,299.0
MQ,ORD,DTW,235.0
MQ,ORD,ECP,810.0
MQ,ORD,ELP,1236.0
MQ,ORD,EWR,719.0
MQ,ORD,EYW,1251.0
MQ,ORD,FAR,557.0
MQ,ORD,FSD,462.0
MQ,ORD,FWA,157.0
MQ,ORD,GRB,173.0
MQ,ORD,GRR,137.0
MQ,ORD,GSO,589.0
MQ,ORD,GSP,577.0
MQ,ORD,HDN,1009.0
MQ,ORD,HHH,781.0
MQ,ORD,HPN,738.0
MQ,ORD,HRL,1219.0
MQ,ORD,HSV,510.0
MQ,ORD,IAH,925.0
MQ,ORD,ICT,588.0
MQ,ORD,ILM,760.0
MQ,ORD,IND,177.0
MQ,ORD,JAX,864.0
MQ,ORD,LEX,323.0
MQ,ORD,LIT,552.0
MQ,ORD,LSE,215.0
MQ,ORD,MCI,403.0
MQ,ORD,MEM,491.0
MQ,ORD,MHT,843.0
MQ,ORD,MKE,67.0
MQ,ORD,MLI,139.0
MQ,ORD,MQT,303.0
MQ,ORD,MSN,108.0
MQ,ORD,MSO,1332.0
MQ,ORD,MSP,334.0
MQ,ORD,MSY,837.0
MQ,ORD,MVY,894.0
MQ,ORD,OKC,693.0
MQ,ORD,OMA,416.0
MQ,ORD,ORF,717.0
MQ,ORD,PIA,130.0
MQ,ORD,PIT,413.0
MQ,ORD,PNS,794.0
MQ,ORD,PVD,849.0
MQ,ORD,PWM,900.0
MQ,ORD,RAP,779.0
MQ,ORD,RDU,646.0
MQ,ORD,RIC,642.0
MQ,ORD,ROC,528.0
MQ,ORD,RST,268.0
MQ,ORD,SAT,1041.0
MQ,ORD,SAV,773.0
MQ,ORD,SDF,286.0
MQ,ORD,SGF,438.0
MQ,ORD,SLC,1250.0
MQ,ORD,SRQ,1050.0
MQ,ORD,STL,258.0
MQ,ORD,SYR,607.0
MQ,ORD,TUL,585.0
MQ,ORD,TVC,224.0
MQ,ORD,TYS,475.0
MQ,ORD,VPS,796.0
MQ,ORD,XNA,522.0
MQ,ORF,DCA,142.0
MQ,ORF,MIA,802.0
MQ,ORF,ORD,717.0
MQ,PDX,PHX,1009.0
MQ,PHX,ABQ,328.0
MQ,PHX,AUS,872.0
MQ,PHX,BFL,425.0
MQ,PHX,BIL,873.0
MQ,PHX,BOI,735.0
MQ,PHX,BUR,369.0
MQ,PHX,CID,1252.0
MQ,PHX,DEN,602.0
MQ,PHX,DRO,351.0
MQ,PHX,DSM,1150.0
MQ,PHX,ELP,347.0
MQ,PHX,EUG,952.0
MQ,PHX,FAR,1225.0
MQ,PHX,FAT,493.0
MQ,PHX,FSD,1081.0
MQ,PHX,GJT,438.0
MQ,PHX,IAH,1009.0
MQ,PHX,LAX,370.0
MQ,PHX,LIT,1136.0
MQ,PHX,MCI,1044.0
MQ,PHX,MEM,1264.0
MQ,PHX,MRY,598.0
MQ,PHX,OKC,833.0
MQ,PHX,OMA,1037.0
MQ,PHX,ONT,325.0
MQ,PHX,PDX,1009.0
MQ,PHX,PSP,261.0
MQ,PHX,RDM,893.0
MQ,PHX,RNO,601.0
MQ,PHX,SAF,370.0
MQ,PHX,SAT,843.0
MQ,PHX,SBA,455.0
MQ,PHX,SBP,509.0
MQ,PHX,SEA,1107.0
MQ,PHX,SFO,651.0
MQ,PHX,SJC,621.0
MQ,PHX,SLC,507.0
MQ,PHX,SMF,647.0
MQ,PHX,STL,1262.0
MQ,PHX,STS,699.0
MQ,PHX,TUL,935.0
MQ,PHX,TUS,110.0
MQ,PHX,XNA,1023.0
MQ,PHX,YUM,160.0
MQ,PIA,DFW,672.0
MQ,PIA,ORD,130.0
MQ,PIT,DCA,204.0
MQ,PIT,MIA,1013.0
MQ,PIT,ORD,413.0
MQ,PNS,DCA,816.0
MQ,PNS,DFW,604.0
MQ,PNS,MIA,530.0
MQ,PNS,ORD,794.0
MQ,PSP,AUS,1132.0
MQ,PSP,DFW,1126.0
MQ,PSP,PHX,261.0
MQ,PVD,DCA,356.0
MQ,PVD,ORD,849.0
MQ,PWM,DCA,482.0
MQ,PWM,ORD,900.0
MQ,RAP,DFW,835.0
MQ,RAP,ORD,779.0
MQ,RDM,PHX,893.0
MQ,RDU,AUS,1162.0
MQ,RDU,CLT,130.0
MQ,RDU,DCA,227.0
MQ,RDU,DFW,1061.0
MQ,RDU,MIA,700.0
MQ,RDU,ORD,646.0
MQ,RDU,TLH,496.0
MQ,RDU,TPA,587.0
MQ,RIC,MIA,825.0
MQ,RIC,ORD,642.0
MQ,RNO,AUS,1405.0
MQ,RNO,PHX,601.0
MQ,ROC,DCA,296.0
MQ,ROC,MIA,1203.0
MQ,ROC,ORD,528.0
MQ,ROW,DFW,435.0
MQ,RST,ORD,268.0
MQ,RSW,AUS,1001.0
MQ,RSW,DFW,1017.0
MQ,SAF,DFW,551.0
MQ,SAF,PHX,370.0
MQ,SAT,DFW,247.0
MQ,SAT,MIA,1143.0
MQ,SAT,ORD,1041.0
MQ,SAT,PHX,843.0
MQ,SAV,CLT,213.0
MQ,SAV,DFW,925.0
MQ,SAV,MIA,440.0
MQ,SAV,ORD,773.0
MQ,SBA,PHX,455.0
MQ,SBP,PHX,509.0
MQ,SDF,AUS,876.0
MQ,SDF,CLT,335.0
MQ,SDF,DCA,474.0
MQ,SDF,DFW,733.0
MQ,SDF,IAH,788.0
MQ,SDF,MIA,910.0
MQ,SDF,ORD,286.0
MQ,SEA,PHX,1107.0
MQ,SFO,PHX,651.0
MQ,SGF,CLT,708.0
MQ,SGF,DFW,364.0
MQ,SGF,ORD,438.0
MQ,SHV,DFW,190.0
MQ,SJC,PHX,621.0
MQ,SJT,DFW,229.0
MQ,SJU,MIA,1045.0
MQ,SLC,ORD,1250.0
MQ,SLC,PHX,507.0
MQ,SMF,AUS,1481.0
MQ,SMF,PHX,647.0
MQ,SPS,DFW,113.0
MQ,SRQ,DFW,945.0
MQ,SRQ,ORD,1050.0
MQ,STL,BOS,1047.0
MQ,STL,DCA,719.0
MQ,STL,DFW,550.0
MQ,STL,MIA,1068.0
MQ,STL,ORD,258.0
MQ,STL,PHX,1262.0
MQ,STS,DFW,1495.0
MQ,STS,PHX,699.0
MQ,SWO,DFW,225.0
MQ,SYR,CLT,603.0
MQ,SYR,DCA,298.0
MQ,SYR,MIA,1217.0
MQ,SYR,ORD,607.0
MQ,TLH,CLT,386.0
MQ,TLH,DCA,716.0
MQ,TLH,DFW,767.0
MQ,TLH,MIA,402.0
MQ,TLH,RDU,496.0
MQ,TPA,BNA,612.0
MQ,TPA,MIA,204.0
MQ,TPA,RDU,587.0
MQ,TPA,TYS,547.0
MQ,TRI,CLT,119.0
MQ,TRI,DFW,868.0
MQ,TUL,CLT,842.0
MQ,TUL,DFW,237.0
MQ,TUL,MIA,1168.0
MQ,TUL,ORD,585.0
MQ,TUL,PHX,935.0
MQ,TUS,DFW,813.0
MQ,TUS,PHX,110.0
MQ,TVC,BOS,749.0
MQ,TVC,CLT,702.0
MQ,TVC,DCA,599.0
MQ,TVC,DFW,1022.0
MQ,TVC,ORD,224.0
MQ,TXK,DFW,181.0
MQ,TYR,DFW,102.0
MQ,TYS,CLT,177.0
MQ,TYS,DCA,437.0
MQ,TYS,DFW,772.0
MQ,TYS,MIA,724.0
MQ,TYS,ORD,475.0
MQ,TYS,TPA,547.0
MQ,VPS,AUS,666.0
MQ,VPS,DFW,641.0
MQ,VPS,ORD,796.0
MQ,XNA,AUS,462.0
MQ,XNA,CLT,754.0
MQ,XNA,DCA,963.0
MQ,XNA,DFW,280.0
MQ,XNA,MIA,1099.0
MQ,XNA,ORD,522.0
MQ,XNA,PHX,1023.0
MQ,YUM,DFW,1022.0
MQ,YUM,PHX,160.0
NK,ABQ,DFW,569.0
NK,ABQ,LAS,486.0
NK,ABQ,LAX,677.0
NK,ACY,FLL,977.0
NK,ACY,MCO,852.0
NK,ACY,MYR,466.0
NK,ACY,PBI,936.0
NK,ACY,RSW,982.0
NK,ACY,TPA,913.0
NK,ATL,BOS,946.0
NK,ATL,BWI,577.0
NK,ATL,DFW,731.0
NK,ATL,DTW,594.0
NK,ATL,EWR,746.0
NK,ATL,FLL,581.0
NK,ATL,IAH,689.0
NK,ATL,LAS,1747.0
NK,ATL,LAX,1947.0
NK,ATL,LGA,762.0
NK,ATL,MCO,404.0
NK,ATL,MIA,594.0
NK,ATL,MSP,907.0
NK,ATL,MSY,425.0
NK,ATL,ORD,606.0
NK,ATL,PHL,666.0
NK,ATL,RSW,515.0
NK,ATL,SAN,1892.0
NK,ATL,SJU,1547.0
NK,ATL,TPA,406.0
NK,AUS,EWR,1504.0
NK,AUS,FLL,1105.0
NK,AUS,LAS,1090.0
NK,AUS,LAX,1242.0
NK,AUS,MCO,994.0
NK,BDL,FLL,1173.0
NK,BDL,MCO,1050.0
NK,BDL,MYR,664.0
NK,BDL,SJU,1666.0
NK,BHM,FLL,650.0
NK,BNA,BOS,942.0
NK,BNA,BWI,587.0
NK,BNA,DFW,631.0
NK,BNA,DTW,456.0
NK,BNA,EWR,748.0
NK,BNA,FLL,793.0
NK,BNA,IAH,657.0
NK,BNA,LAS,1587.0
NK,BNA,LAX,1797.0
NK,BNA,LGA,764.0
NK,BNA,MCO,616.0
NK,BNA,MIA,806.0
NK,BNA,MSY,471.0
NK,BNA,PHL,675.0
NK,BNA,RSW,722.0
NK,BNA,TPA,612.0
NK,BOI,LAS,519.0
NK,BOS,ATL,946.0
NK,BOS,BNA,942.0
NK,BOS,BWI,369.0
NK,BOS,CHS,818.0
NK,BOS,CLT,728.0
NK,BOS,CMH,640.0
NK,BOS,DFW,1562.0
NK,BOS,DTW,632.0
NK,BOS,EWR,200.0
NK,BOS,FLL,1237.0
NK,BOS,IAH,1597.0
NK,BOS,LAS,2381.0
NK,BOS,LAX,2611.0
NK,BOS,LGA,184.0
NK,BOS,MCI,1256.0
NK,BOS,MCO,1121.0
NK,BOS,MIA,1258.0
NK,BOS,MSY,1368.0
NK,BOS,MYR,738.0
NK,BOS,ORD,867.0
NK,BOS,ORF,468.0
NK,BOS,PIT,496.0
NK,BOS,RSW,1249.0
NK,BOS,SAN,2588.0
NK,BOS,SJU,1674.0
NK,BOS,TPA,1185.0
NK,BUR,LAS,223.0
NK,BUR,OAK,325.0
NK,BUR,PDX,817.0
NK,BUR,SJC,296.0
NK,BUR,SMF,358.0
NK,BWI,ATL,577.0
NK,BWI,BOS,369.0
NK,BWI,CHS,472.0
NK,BWI,DFW,1217.0
NK,BWI,DTW,409.0
NK,BWI,FLL,925.0
NK,BWI,IAH,1235.0
NK,BWI,LAS,2106.0
NK,BWI,LAX,2329.0
NK,BWI,MCI,967.0
NK,BWI,MCO,787.0
NK,BWI,MIA,946.0
NK,BWI,MKE,641.0
NK,BWI,MSY,998.0
NK,BWI,MYR,399.0
NK,BWI,PDX,2358.0
NK,BWI,SAN,2295.0
NK,BWI,SJC,2439.0
NK,BWI,SJU,1565.0
NK,BWI,SMF,2395.0
NK,BWI,TPA,842.0
NK,CHS,BOS,818.0
NK,CHS,BWI,472.0
NK,CHS,DTW,667.0
NK,CHS,EWR,628.0
NK,CHS,FLL,470.0
NK,CHS,LAS,2005.0
NK,CHS,LGA,641.0
NK,CHS,RSW,450.0
NK,CHS,TPA,370.0
NK,CLE,DFW,1021.0
NK,CLE,FLL,1062.0
NK,CLE,LAS,1824.0
NK,CLE,LAX,2052.0
NK,CLE,MCO,895.0
NK,CLE,MIA,1080.0
NK,CLE,MYR,557.0
NK,CLT,BOS,728.0
NK,CLT,BWI,361.0
NK,CLT,DFW,936.0
NK,CLT,EWR,529.0
NK,CLT,FLL,632.0
NK,CLT,IAH,912.0
NK,CLT,LAS,1916.0
NK,CLT,LAX,2125.0
NK,CLT,LGA,544.0
NK,CLT,MCO,468.0
NK,CLT,MIA,650.0
NK,CLT,MSY,651.0
NK,CLT,ORD,599.0
NK,CLT,TPA,507.0
NK,CMH,BOS,640.0
NK,CMH,DFW,926.0
NK,CMH,EWR,463.0
NK,CMH,FLL,973.0
NK,CMH,LAS,1771.0
NK,CMH,LAX,1995.0
NK,CMH,LGA,479.0
NK,CMH,MCO,802.0
NK,CMH,MYR,488.0
NK,CMH,ORD,296.0
NK,CMH,RSW,930.0
NK,CMH,TPA,829.0
NK,DEN,FLL,1703.0
NK,DEN,LAS,628.0
NK,DEN,MIA,1709.0
NK,DFW,ABQ,569.0
NK,DFW,ATL,731.0
NK,DFW,BNA,631.0
NK,DFW,BOS,1562.0
NK,DFW,BWI,1217.0
NK,DFW,CLT,936.0
NK,DFW,CMH,926.0
NK,DFW,DTW,986.0
NK,DFW,EWR,1372.0
NK,DFW,FLL,1119.0
NK,DFW,IAH,224.0
NK,DFW,LAS,1055.0
NK,DFW,LAX,1235.0
NK,DFW,LGA,1389.0
NK,DFW,MCI,460.0
NK,DFW,MCO,985.0
NK,DFW,MEM,431.0
NK,DFW,MIA,1121.0
NK,DFW,MKE,853.0
NK,DFW,MSP,852.0
NK,DFW,MSY,447.0
NK,DFW,ORD,802.0
NK,DFW,PHL,1303.0
NK,DFW,PHX,868.0
NK,DFW,PIT,1067.0
NK,DFW,PNS,604.0
NK,DFW,SAT,247.0
NK,DFW,SDF,733.0
NK,DFW,SEA,1660.0
NK,DFW,SJC,1438.0
NK,DFW,SJU,2165.0
NK,DFW,SMF,1431.0
NK,DFW,TPA,929.0
NK,DTW,ATL,594.0
NK,DTW,BNA,456.0
NK,DTW,BOS,632.0
NK,DTW,BWI,409.0
NK,DTW,CHS,667.0
NK,DTW,DFW,986.0
NK,DTW,EWR,488.0
NK,DTW,FLL,1127.0
NK,DTW,IAH,1075.0
NK,DTW,IND,231.0
NK,DTW,LAS,1749.0
NK,DTW,LAX,1979.0
NK,DTW,LGA,502.0
NK,DTW,MCI,629.0
NK,DTW,MCO,957.0
NK,DTW,MIA,1145.0
NK,DTW,MSP,528.0
NK,DTW,MSY,926.0
NK,DTW,MYR,636.0
NK,DTW,OAK,2068.0
NK,DTW,ORD,235.0
NK,DTW,PHL,453.0
NK,DTW,RSW,1084.0
NK,DTW,TPA,983.0
NK,EWR,ATL,746.0
NK,EWR,AUS,1504.0
NK,EWR,BNA,748.0
NK,EWR,BOS,200.0
NK,EWR,CHS,628.0
NK,EWR,CLT,529.0
NK,EWR,CMH,463.0
NK,EWR,DFW,1372.0
NK,EWR,DTW,488.0
NK,EWR,FLL,1065.0
NK,EWR,IAH,1400.0
NK,EWR,IND,645.0
NK,EWR,LAS,2227.0
NK,EWR,LAX,2454.0
NK,EWR,MCI,1092.0
NK,EWR,MCO,937.0
NK,EWR,MIA,1085.0
NK,EWR,MSY,1167.0
NK,EWR,MYR,550.0
NK,EWR,OAK,2555.0
NK,EWR,ORD,719.0
NK,EWR,PHX,2133.0
NK,EWR,PIT,319.0
NK,EWR,SAT,1569.0
NK,EWR,SDF,642.0
NK,EWR,SJU,1608.0
NK,FLL,ACY,977.0
NK,FLL,ATL,581.0
NK,FLL,AUS,1105.0
NK,FLL,BDL,1173.0
NK,FLL,BHM,650.0
NK,FLL,BNA,793.0
NK,FLL,BOS,1237.0
NK,FLL,BWI,925.0
NK,FLL,CHS,470.0
NK,FLL,CLE,1062.0
NK,FLL,CLT,632.0
NK,FLL,CMH,973.0
NK,FLL,DEN,1703.0
NK,FLL,DFW,1119.0
NK,FLL,DTW,1127.0
NK,FLL,EWR,1065.0
NK,FLL,IAH,966.0
NK,FLL,IND,1005.0
NK,FLL,LAS,2173.0
NK,FLL,LAX,2343.0
NK,FLL,LGA,1076.0
NK,FLL,MCI,1242.0
NK,FLL,MCO,177.0
NK,FLL,MKE,1243.0
NK,FLL,MSY,674.0
NK,FLL,MYR,529.0
NK,FLL,ORD,1182.0
NK,FLL,ORF,781.0
NK,FLL,PHL,992.0
NK,FLL,PHX,1972.0
NK,FLL,PIT,994.0
NK,FLL,PNS,525.0
NK,FLL,RDU,680.0
NK,FLL,RIC,805.0
NK,FLL,ROC,1183.0
NK,FLL,SAT,1145.0
NK,FLL,SDF,895.0
NK,FLL,SJU,1046.0
NK,FLL,SLC,2084.0
NK,FLL,STL,1057.0
NK,FLL,STT,1107.0
NK,FLL,STX,1140.0
NK,FLL,TPA,197.0
NK,IAH,ATL,689.0
NK,IAH,AUS,140.0
NK,IAH,BOS,1597.0
NK,IAH,BWI,1235.0
NK,IAH,CLT,912.0
NK,IAH,DFW,224.0
NK,IAH,DTW,1075.0
NK,IAH,EWR,1400.0
NK,IAH,FLL,966.0
NK,IAH,LAS,1222.0
NK,IAH,LAX,1379.0
NK,IAH,LGA,1416.0
NK,IAH,MCO,854.0
NK,IAH,MIA,964.0
NK,IAH,MSY,305.0
NK,IAH,ORD,925.0
NK,IAH,PHL,1325.0
NK,IAH,PIT,1117.0
NK,IAH,SAN,1303.0
NK,IAH,SJU,2007.0
NK,IAH,TPA,787.0
NK,IND,EWR,645.0
NK,IND,FLL,1005.0
NK,IND,LAS,1590.0
NK,IND,MCO,829.0
NK,IND,MYR,583.0
NK,IND,ORD,177.0
NK,IND,RSW,945.0
NK,IND,TPA,837.0
NK,LAS,ABQ,486.0
NK,LAS,ATL,1747.0
NK,LAS,AUS,1090.0
NK,LAS,BNA,1587.0
NK,LAS,BOI,519.0
NK,LAS,BOS,2381.0
NK,LAS,BUR,223.0
NK,LAS,BWI,2106.0
NK,LAS,CHS,2005.0
NK,LAS,CLE,1824.0
NK,LAS,CLT,1916.0
NK,LAS,CMH,1771.0
NK,LAS,DEN,628.0
NK,LAS,DFW,1055.0
NK,LAS,DTW,1749.0
NK,LAS,EWR,2227.0
NK,LAS,FLL,2173.0
NK,LAS,IAH,1222.0
NK,LAS,IND,1590.0
NK,LAS,LAX,236.0
NK,LAS,MCI,1139.0
NK,LAS,MCO,2039.0
NK,LAS,MEM,1416.0
NK,LAS,MIA,2174.0
NK,LAS,MKE,1524.0
NK,LAS,MSP,1299.0
NK,LAS,MSY,1500.0
NK,LAS,OAK,407.0
NK,LAS,ORD,1514.0
NK,LAS,ORF,2154.0
NK,LAS,PDX,763.0
NK,LAS,PHL,2176.0
NK,LAS,PHX,255.0
NK,LAS,PIT,1910.0
NK,LAS,RIC,2086.0
NK,LAS,RNO,345.0
NK,LAS,SAN,258.0
NK,LAS,SAT,1069.0
NK,LAS,SDF,1624.0
NK,LAS,SEA,867.0
NK,LAS,SJC,386.0
NK,LAS,SLC,368.0
NK,LAS,SMF,397.0
NK,LAS,SNA,226.0
NK,LAS,STL,1371.0
NK,LAS,TPA,1984.0
NK,LAX,ABQ,677.0
NK,LAX,ATL,1947.0
NK,LAX,AUS,1242.0
NK,LAX,BNA,1797.0
NK,LAX,BOS,2611.0
NK,LAX,BWI,2329.0
NK,LAX,CLE,2052.0
NK,LAX,CLT,2125.0
NK,LAX,CMH,1995.0
NK,LAX,DFW,1235.0
NK,LAX,DTW,1979.0
NK,LAX,EWR,2454.0
NK,LAX,FLL,2343.0
NK,LAX,IAH,1379.0
NK,LAX,LAS,236.0
NK,LAX,MCI,1363.0
NK,LAX,MCO,2218.0
NK,LAX,MEM,1619.0
NK,LAX,MSY,1670.0
NK,LAX,OAK,337.0
NK,LAX,ORD,1744.0
NK,LAX,PDX,834.0
NK,LAX,PHL,2402.0
NK,LAX,PIT,2136.0
NK,LAX,RNO,391.0
NK,LAX,SAT,1211.0
NK,LAX,SDF,1843.0
NK,LAX,SEA,954.0
NK,LAX,SJC,308.0
NK,LAX,SLC,590.0
NK,LAX,SMF,373.0
NK,LAX,TPA,2158.0
NK,LBE,MCO,823.0
NK,LBE,MYR,455.0
NK,LFT,MSY,105.0
NK,LGA,ATL,762.0
NK,LGA,BNA,764.0
NK,LGA,BWI,185.0
NK,LGA,CHS,641.0
NK,LGA,CLT,544.0
NK,LGA,CMH,479.0
NK,LGA,DFW,1389.0
NK,LGA,DTW,502.0
NK,LGA,FLL,1076.0
NK,LGA,IAH,1416.0
NK,LGA,MCO,950.0
NK,LGA,MIA,1096.0
NK,LGA,MYR,563.0
NK,LGA,ORD,733.0
NK,LGA,PBI,1035.0
NK,LGA,PIT,335.0
NK,MCI,BOS,1256.0
NK,MCI,DFW,460.0
NK,MCI,DTW,629.0
NK,MCI,EWR,1092.0
NK,MCI,FLL,1242.0
NK,MCI,IAH,643.0
NK,MCI,LAS,1139.0
NK,MCI,LAX,1363.0
NK,MCI,MCO,1072.0
NK,MCI,TPA,1048.0
NK,MCO,ACY,852.0
NK,MCO,ATL,404.0
NK,MCO,AUS,994.0
NK,MCO,BDL,1050.0
NK,MCO,BNA,616.0
